StrID,msID,mu.se_A,mu.se_B,mu.se_C,mu_A,mu_B,mu_C,pi.se_A,pi.se_B,pi.se_C,pi_A,pi_B,pi_C,sigma.se_A,sigma.se_B,sigma.se_C,sigma_A,sigma_B,sigma_C,MS.Day,UNIT,ENTRY,MS.Ord,MS.tecRep
Str001,1,0.05925028828244428,0.41690985537727376,0.41834953159839444,3.368661213995404,1.2119285193227263,0.13491499947055544,0.03280673248750622,0.051792860843814084,0.03648754373305531,0.9163452284324404,0.06527377471035029,0.01838099685720935,0.04573722875727624,0.5054773704673385,0.306245947731465,0.5207025091648886,0.5038345241923646,0.22011045036344204,12,240,4,20,1
Str001,2,0.05903943105317675,0.41214470026204914,0.41488430241574187,3.3634874366911687,1.2154894606200144,0.13389150993556412,0.03314672406878711,0.05208234263957865,0.03634573806283361,0.9153599302327383,0.06635723080443016,0.018282838962831477,0.045587096230989665,0.5048174436429637,0.3055593866856453,0.5171902710305439,0.5070972653413542,0.21931923838987089,12,240,4,20,2
Str001,3,0.059702528496257824,0.4727154239914009,0.8074018693185137,3.4209718365548207,1.1629752898563752,-0.163582791050747,0.03223536106977225,0.05590407965133599,0.04218388149636308,0.9140490428250434,0.06306088929714525,0.02289006787781137,0.0459330983771417,0.5770260620484663,0.46750754178936593,0.5298999975073913,0.5125255647531819,0.3614247025799206,9,201,4,17,2
Str001,4,0.06008125165072896,0.47966662162956925,0.8147697446784913,3.426448309408851,1.1604368427417677,-0.16165200869848062,0.032030785910762326,0.05586020952195555,0.04242522899621771,0.9148595371336369,0.06221261327119769,0.022927849595165445,0.04622662396647201,0.5783542566631491,0.4709461029239431,0.534199915313181,0.5103180672829329,0.3624369845077742,9,201,4,17,1
Str002,5,0.09943729824009855,0.3533507264221558,0.3232025162189594,2.997992038658308,1.6927803400549595,-0.23727298088594492,0.14885598693810848,0.15886821340521176,0.03627729912477297,0.5561800283722532,0.40146001006453225,0.04235996156321453,0.06738025324864794,0.2578146249793108,0.22814312554235097,0.3936705930408916,0.7395258616526044,0.32844786782552826,12,276,143,23,2
Str002,6,0.09942685220353557,0.35379188677852375,0.3234460615355457,2.9987411692045427,1.6933434700431123,-0.237106597528822,0.14882810735955299,0.15882998981552504,0.03632922237112492,0.5565078766138513,0.4010700699851215,0.042422053401027206,0.06738254065272904,0.25803315787445674,0.22832745840331617,0.39390755909340425,0.7399298557841495,0.3287110865693919,12,276,143,23,1
Str002,7,0.1385930308398613,0.34637356031923583,0.25772460161745125,3.004855421089905,1.7947136330045812,-0.18061681668256824,0.20091971975428988,0.21339686880118452,0.03197646186275675,0.45501321699559516,0.4935378682940886,0.05144891471031632,0.08554977665031063,0.25601120702383595,0.1817993166812046,0.3726859603032767,0.6519527297849635,0.33526012843271524,4,400,143,34,1
Str002,8,0.13807913107483027,0.34340157632540774,0.25721081383674343,3.0039078453779893,1.794918030800081,-0.18088216538408738,0.19977722378938853,0.21212965697830713,0.031924672130942564,0.4532551051799518,0.49526165141552886,0.05148324340451931,0.08536775660587033,0.25353136812173743,0.18157447597611087,0.37185508907236203,0.6518359857885335,0.3352339172994257,4,400,143,34,2
Str003,9,0.0685846039819536,0.45465318724207016,0.5331405949682639,3.275194129478855,1.3013374780158675,-0.258802479395992,0.06067036600497556,0.08847885966240314,0.04210291971745726,0.8757133722187904,0.09954506267436124,0.024741565106848308,0.05095538034290279,0.7893216168871471,0.35449973376277083,0.4722557458780648,0.6704529370506044,0.3274804925301442,6,354,27,30,2
Str003,10,0.0682589610806476,0.4447323463162789,0.5423352256239652,3.2813584219635614,1.2963353474917916,-0.2540424820250895,0.058636118563753156,0.08624150792941554,0.04209043028070837,0.8773945626455201,0.09755077392513692,0.02505466342934304,0.05095790542256335,0.7771278137217725,0.35585938972927034,0.47637428750757715,0.660668059162388,0.33020926560809893,6,354,27,30,1
